Category,Consumers Count,Total Expenditures,Total Authorized Services,Per Capita Expenditures,Per Capita Authorized Services,Utilized,Regional Center,Sheet Name,Title,Age Category,Total Eligible Consumers,Consumers Receiving Purchased Services,Consumers with No Purchased Services,Percent With No Purchased Services
Autism & Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Autism & Cerebral Palsy & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Autism & Cerebral Palsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Autism & Epilepsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Autism & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Autism & Category 5,,,,344.142857142857,741.361428571429,0.4642038874,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Intellectual Disability,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Intellectual Disability & Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
"Intellectual Disability & Epilepsy &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Intellectual Disability & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Intellectual Disability & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Cerebral Palsy & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Cerebral Palsy & Epilepsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Cerebral Palsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Epilepsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Category 5,,,,878.35,878.35,1.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
No Diagnosis,,,,935.8,1284.85,0.7283340468,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Totals Check,20.0,8367.0,15088.0,2826.632357142857,3908.9374285714284,3.7470883176,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Totals,32.0,14654.0,24853.0,457.9403125,776.6703125,0.5896199522,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Autism,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Autism & Intellectual Disability,,,,0.0,60.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Epilepsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Epilepsy",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Autism & Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Autism & Cerebral Palsy & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Autism & Cerebral Palsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Autism & Epilepsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Autism & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Autism & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Intellectual Disability,,,,0.0,30.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Intellectual Disability & Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy",,,,0.0,15.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Intellectual Disability & Epilepsy &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Intellectual Disability & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Intellectual Disability & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Cerebral Palsy & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Cerebral Palsy & Epilepsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Cerebral Palsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Epilepsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
No Diagnosis,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Totals Check,0.0,0.0,0.0,0.0,105.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Totals,,,,0.0,35.0,0.0,Alta California,InsxDxCombo,Diagnosis - Expanded: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Autism,34.0,21082.0,35488.0,620.045882352941,1043.75558823529,0.5940527546,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
"Intellectual
Disability",,,,62.5,88.75,0.7042253521,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Cerebral Palsy,,,,0.0,15.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Epilepsy,,,,0.0,15.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Category 5,,,,501.57,872.123,0.5751138314,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Other,11.0,29739.0,84508.0,2703.50454545455,7682.52454545455,0.3519031445,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Autism,,,,2011.154,2980.128,0.6748549056,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
"Intellectual
Disability",0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Category 5,,,,850.0,1775.0,0.4788732394,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Other,,,,3096.32777777778,9104.23,0.3400977104,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,All Ages,,,,
Autism,28.0,11026.0,20527.0,393.778214285714,733.108928571429,0.5371346589,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,"For age 3 years to 21 years, inclusive",,,,
"Intellectual
Disability",,,,250.0,250.0,1.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,"For age 3 years to 21 years, inclusive",,,,
Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,"For age 3 years to 21 years, inclusive",,,,
Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,"For age 3 years to 21 years, inclusive",,,,
Category 5,,,,462.855555555556,771.803333333333,0.5997066034,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,"For age 3 years to 21 years, inclusive",,,,
Other,,,,935.8,1284.85,0.7283340468,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,"For age 3 years to 21 years, inclusive",,,,
Autism,,,,0.0,60.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"Intellectual
Disability",,,,0.0,35.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Cerebral Palsy,,,,0.0,15.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Epilepsy,,,,0.0,15.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
Other,0.0,0.0,0.0,0.0,0.0,0.0,Alta California,InsxDx-leg,Diagnosis-Legislative: Total Annual Insurance-Related Expenditures ,For age 22 years and older,,,,
"American Indian or Alaska
Native",121.0,576846.0,1082313.0,4767.3226446281,8944.73801652893,0.5329751006,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Asian,3126.0,18216906.0,33680267.0,5827.54498400516,10774.2376135637,0.5408777115,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Black/African American,2791.0,17801312.0,31857872.0,6378.11256897172,11414.5010462199,0.5587727876,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Hispanic,5369.0,28163320.0,51717602.0,5245.54300242127,9632.6322276028,0.5445596674,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Native Hawaiian or Other
Pacific Islander",137.0,583203.0,1152690.0,4256.9597080292,8413.79686131387,0.5059499033,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Other Ethnicity or
Race/Multi-Cultural",4879.0,21691412.0,43642220.0,4445.87258864522,8944.91084238559,0.4970281613,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
White,10160.0,75194271.0,142606536.0,7401.01091633855,14036.076359252,0.5272848855,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals Check,26656.0,162289117.0,305880023.0,50209.902388465765,98902.16636246139,10.291744464299999,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals,26583.0,162227271.0,305739501.0,6102.66978783419,11501.3166651621,0.5306061876,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"American Indian or Alaska
Native",19.0,42014.0,100440.0,2211.25473684211,5286.31736842105,0.4182977643,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Asian,467.0,1487617.0,3377429.0,3185.47537473234,7232.18224839401,0.4404583935,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Black/African American,419.0,1062244.0,2437313.0,2535.18821002387,5816.97579952268,0.4358258135,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Hispanic,1007.0,3337159.0,7098499.0,3313.96138033764,7049.15491559088,0.4701217976,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Native Hawaiian or Other
Pacific Islander",23.0,56077.0,114472.0,2438.13739130435,4977.02217391304,0.489878748,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Other Ethnicity or
Race/Multi-Cultural",1361.0,3142907.0,6784655.0,2309.26322556944,4985.05179279943,0.4632375593,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
White,1338.0,4197908.0,9101098.0,3137.44957399103,6802.01673393125,0.4612528455,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals Check,4634.0,13325926.0,29013906.0,19130.72989280078,42148.72103257234,3.1790729217000004,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals,4634.0,13325926.0,29013906.0,2875.68531506256,6261.0933081573,0.4592944353,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"American Indian or Alaska
Native",67.0,206171.0,408411.0,3077.17537313433,6095.69179104478,0.5048115093,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Asian,1907.0,6156231.0,13941894.0,3228.22812794969,7310.90393812275,0.4415634722,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Black/African American,1540.0,5515005.0,11517776.0,3581.17212987017,7479.07520779224,0.4788255273,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
Hispanic,3165.0,9678059.0,20730082.0,3057.83862559245,6549.78895102688,0.4668606345,Alta California,EthxHome,Ethnicity or Race for Residence Type: Home: Total Annual Expenditures and Authorized Services ,"For age 3 years to 21 years, inclusive",,,,
